,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,BioProject,BioSample,ScientificName,GEO Sample,PMID,aerobicity,approx_OD,dilution_rate,growth_phase,reference_condition,time,passed_replicate_correlations
ERX2339161,nit_yeaG__wt_Nminus__1,,nit_yeaG,wt_Nminus,1,BW25113,,batch,,Gutnick media,37.0,7.0,glucose(.4%),NH4Cl(3mM),,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR2287635,,,,,True,,True,True,nit_yeaG:wt_Nminus,,,7/3/18 17:10,PRJEB24898,SAMEA104584890,Escherichia coli K-12,,30514772,aerobic,,,,wt_Nminus,0,True
ERX2339162,nit_yeaG__wt_Nminus__2,,nit_yeaG,wt_Nminus,2,BW25113,,batch,,Gutnick media,37.0,7.0,glucose(.4%),NH4Cl(3mM),,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR2287636,,,,,True,,True,True,nit_yeaG:wt_Nminus,,,7/3/18 17:10,PRJEB24898,SAMEA104584891,Escherichia coli K-12,,30514772,aerobic,,,,wt_Nminus,0,True
ERX2339168,nit_yeaG__del_yeaG_Nminus__1,,nit_yeaG,del_yeaG_Nminus,1,BW25113 del_yeaG,,batch,,Gutnick media,37.0,7.0,glucose(.4%),NH4Cl(3mM),,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR2287642,,,,,True,,True,True,nit_yeaG:del_yeaG_Nminus,,,7/3/18 17:10,PRJEB24898,SAMEA104584897,Escherichia coli K-12,,30514772,aerobic,,,,wt_Nminus,0,True
ERX2339169,nit_yeaG__del_yeaG_Nminus__2,,nit_yeaG,del_yeaG_Nminus,2,BW25113 del_yeaG,,batch,,Gutnick media,37.0,7.0,glucose(.4%),NH4Cl(3mM),,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR2287643,,,,,True,,True,True,nit_yeaG:del_yeaG_Nminus,,,7/3/18 17:10,PRJEB24898,SAMEA104584898,Escherichia coli K-12,,30514772,aerobic,,,,wt_Nminus,0,True
ERX2874132,ddp__pNT3_aroP__1,,ddp,pNT3_aroP,1,MG1655 pNT3_aroP,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868172,,,,,True,,True,True,ddp:pNT3_aroP,,,1/24/19 11:11,PRJEB29500,SAMEA5065526,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874133,ddp__pNT3_aroP__2,,ddp,pNT3_aroP,2,MG1655 pNT3_aroP,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868173,,,,,True,,True,True,ddp:pNT3_aroP,,,1/24/19 11:11,PRJEB29500,SAMEA5065527,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874134,ddp__pNT3_bamC__1,,ddp,pNT3_bamC,1,MG1655 pNT3_bamC,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868174,,,,,True,,True,True,ddp:pNT3_bamC,,,1/24/19 11:11,PRJEB29500,SAMEA5065528,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874135,ddp__pNT3_bamC__2,,ddp,pNT3_bamC,2,MG1655 pNT3_bamC,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868175,,,,,True,,True,True,ddp:pNT3_bamC,,,1/24/19 11:11,PRJEB29500,SAMEA5065529,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874136,ddp__pNT3_cusA__1,,ddp,pNT3_cusA,1,MG1655 pNT3_cusA,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868176,,,,,True,,True,True,ddp:pNT3_cusA,,,1/24/19 11:11,PRJEB29500,SAMEA5065530,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874137,ddp__pNT3_cusA__2,,ddp,pNT3_cusA,2,MG1655 pNT3_cusA,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868177,,,,,True,,True,True,ddp:pNT3_cusA,,,1/24/19 11:11,PRJEB29500,SAMEA5065531,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874138,ddp__pNT3_hemX__1,,ddp,pNT3_hemX,1,MG1655 pNT3_hemX,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868178,,,,,True,,True,True,ddp:pNT3_hemX,,,1/24/19 11:11,PRJEB29500,SAMEA5065532,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874139,ddp__pNT3_hemX__2,,ddp,pNT3_hemX,2,MG1655 pNT3_hemX,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868179,,,,,True,,True,True,ddp:pNT3_hemX,,,1/24/19 11:11,PRJEB29500,SAMEA5065533,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874140,ddp__pNT3_empty__1,,ddp,pNT3_empty,1,MG1655 pNT3_empty,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868180,,,,,True,,True,True,ddp:pNT3_empty,,,1/24/19 11:11,PRJEB29500,SAMEA5065534,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874141,ddp__pNT3_empty__2,,ddp,pNT3_empty,2,MG1655 pNT3_empty,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868181,,,,,True,,True,True,ddp:pNT3_empty,,,1/24/19 11:11,PRJEB29500,SAMEA5065535,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874142,ddp__pNT3_topA__1,,ddp,pNT3_topA,1,MG1655 pNT3_topA,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868182,,,,,True,,True,True,ddp:pNT3_topA,,,1/24/19 11:11,PRJEB29500,SAMEA5065536,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874143,ddp__pNT3_topA__2,,ddp,pNT3_topA,2,MG1655 pNT3_topA,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868183,,,,,True,,True,True,ddp:pNT3_topA,,,1/24/19 11:11,PRJEB29500,SAMEA5065537,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874144,ddp__pNT3_yicR__1,,ddp,pNT3_yicR,1,MG1655 pNT3_yicR,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868184,,,,,True,,True,True,ddp:pNT3_yicR,,,1/24/19 11:11,PRJEB29500,SAMEA5065538,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874145,ddp__pNT3_yicR__2,,ddp,pNT3_yicR,2,MG1655 pNT3_yicR,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868185,,,,,True,,True,True,ddp:pNT3_yicR,,,1/24/19 11:11,PRJEB29500,SAMEA5065539,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874146,ddp__pNT3_yqjD__1,,ddp,pNT3_yqjD,1,MG1655 pNT3_yqjD,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868186,,,,,True,,True,True,ddp:pNT3_yqjD,,,1/24/19 11:11,PRJEB29500,SAMEA5065540,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX2874147,ddp__pNT3_yqjD__2,,ddp,pNT3_yqjD,2,MG1655 pNT3_yqjD,,batch,,M9,37.0,7.0,glycerol(.1%),NH4Cl,,,,,,,,,Illumina MiSeq,PAIRED,ILLUMINA,,,,,ERR2868187,,,,,True,,True,True,ddp:pNT3_yqjD,,,1/24/19 11:11,PRJEB29500,SAMEA5065541,Escherichia coli str. K-12 substr. MG1655,,30633903,aerobic,,,,pNT3_empty,,True
ERX3212443,flgM__27C__1,,flgM,27C,1,MG1655,,batch,,Tryptone broth,27.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184592,,,,,True,,True,True,flgM:27C,,,1/9/20 4:27,PRJEB31470,SAMEA5384640,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212444,flgM__27C__2,,flgM,27C,2,MG1655,,batch,,Tryptone broth,27.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184593,,,,,True,,True,True,flgM:27C,,,1/9/20 4:27,PRJEB31470,SAMEA5384641,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212445,flgM__27C__3,,flgM,27C,3,MG1655,,batch,,Tryptone broth,27.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184594,,,,,True,,True,True,flgM:27C,,,1/9/20 4:27,PRJEB31470,SAMEA5384642,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212446,flgM__32C__1,,flgM,32C,1,MG1655,,batch,,Tryptone broth,32.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184595,,,,,True,,True,True,flgM:32C,,,1/9/20 4:27,PRJEB31470,SAMEA5384643,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212447,flgM__32C__2,,flgM,32C,2,MG1655,,batch,,Tryptone broth,32.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184596,,,,,True,,True,True,flgM:32C,,,1/9/20 4:27,PRJEB31470,SAMEA5384644,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212448,flgM__32C__3,,flgM,32C,3,MG1655,,batch,,Tryptone broth,32.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184597,,,,,True,,True,True,flgM:32C,,,1/9/20 4:27,PRJEB31470,SAMEA5384645,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212449,flgM__37C__1,,flgM,37C,1,MG1655,,batch,,Tryptone broth,37.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184598,,,,,True,,True,True,flgM:37C,,,1/9/20 4:27,PRJEB31470,SAMEA5384646,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212450,flgM__37C__2,,flgM,37C,2,MG1655,,batch,,Tryptone broth,37.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184599,,,,,True,,True,True,flgM:37C,,,1/9/20 4:27,PRJEB31470,SAMEA5384647,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212451,flgM__37C__3,,flgM,37C,3,MG1655,,batch,,Tryptone broth,37.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184600,,,,,True,,True,True,flgM:37C,,,1/9/20 4:27,PRJEB31470,SAMEA5384648,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212452,flgM__42C__1,,flgM,42C,1,MG1655,,batch,,Tryptone broth,42.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184601,,,,,True,,True,True,flgM:42C,,,1/9/20 4:27,PRJEB31470,SAMEA5384649,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212453,flgM__42C__2,,flgM,42C,2,MG1655,,batch,,Tryptone broth,42.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184602,,,,,True,,True,True,flgM:42C,,,1/9/20 4:27,PRJEB31470,SAMEA5384650,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3212454,flgM__42C__3,,flgM,42C,3,MG1655,,batch,,Tryptone broth,42.0,7.0,,,,,,,,,,,Illumina HiSeq 2500,SINGLE,ILLUMINA,,,,,ERR3184603,,,,,True,,True,True,flgM:42C,,,1/9/20 4:27,PRJEB31470,SAMEA5384651,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.6,,,37C,,True
ERX3319909,pts_del__del_PTS_mglABC__1,,pts_del,del_PTS_mglABC,1,W3110 del_PTS del_mglA del_mglB del_mglC,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3293562,,,,,True,,True,True,pts_del:del_PTS_mglABC,,,10/3/21 6:49,PRJEB32273,SAMEA5577530,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3319910,pts_del__del_ptsG_manX__1,,pts_del,del_ptsG_manX,1,W3110 del_ptsG del_manX,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3293563,,,,,True,,True,True,pts_del:del_ptsG_manX,,,10/3/21 6:49,PRJEB32273,SAMEA5577566,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3319935,pts_del__wt__1,,pts_del,wt,1,W3110,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3293588,,,,,True,,True,True,pts_del:wt,,,10/3/21 6:49,PRJEB32273,SAMEA5577642,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3319936,pts_del__del_ptsG_manX_mglABC__1,,pts_del,del_ptsG_manX_mglABC,1,W3110 del_ptsG del_manX del_mglA del_mglB del_mglC,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3293589,,,,,True,,True,True,pts_del:del_ptsG_manX_mglABC,,,10/3/21 6:49,PRJEB32273,SAMEA5577643,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3319937,pts_del__wt__2,,pts_del,wt,2,W3110,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3293590,,,,,True,,True,True,pts_del:wt,,,10/3/21 6:49,PRJEB32273,SAMEA5577644,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3319938,pts_del__del_ptsG__1,,pts_del,del_ptsG,1,W3110 del_ptsG,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3293591,,,,,True,,True,True,pts_del:del_ptsG,,,10/3/21 6:49,PRJEB32273,SAMEA5577645,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3319939,pts_del__del_PTS_mglABC__2,,pts_del,del_PTS_mglABC,2,W3110 del_PTS del_mglA del_mglB del_mglC,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3293592,,,,,True,,True,True,pts_del:del_PTS_mglABC,,,10/3/21 6:49,PRJEB32273,SAMEA5577646,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3325012,pts_del__del_ptsG_manX_mglABC__2,,pts_del,del_ptsG_manX_mglABC,2,W3110 del_ptsG del_manX del_mglA del_mglB del_mglC,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3298734,,,,,True,,True,True,pts_del:del_ptsG_manX_mglABC,,,10/3/21 6:49,PRJEB32273,SAMEA5582680,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3325783,pts_del__del_ptsG__2,,pts_del,del_ptsG,2,W3110 del_ptsG,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3299505,,,,,True,,True,True,pts_del:del_ptsG,,,10/3/21 6:49,PRJEB32273,SAMEA5584312,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3325784,pts_del__del_ptsG__3,,pts_del,del_ptsG,3,W3110 del_ptsG,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3299506,,,,,True,,True,True,pts_del:del_ptsG,,,10/3/21 6:49,PRJEB32273,SAMEA5584313,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3327618,pts_del__del_PTS_mglABC__3,,pts_del,del_PTS_mglABC,3,W3110 del_PTS del_mglA del_mglB del_mglC,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3301551,,,,,True,,True,True,pts_del:del_PTS_mglABC,,,10/3/21 6:49,PRJEB32273,SAMEA5587282,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3327619,pts_del__del_ptsG_manX__2,,pts_del,del_ptsG_manX,2,W3110 del_ptsG del_manX,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3301552,,,,,True,,True,True,pts_del:del_ptsG_manX,,,10/3/21 6:49,PRJEB32273,SAMEA5587283,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3327620,pts_del__del_ptsG_manX_mglABC__3,,pts_del,del_ptsG_manX_mglABC,3,W3110 del_ptsG del_manX del_mglA del_mglB del_mglC,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3301553,,,,,True,,True,True,pts_del:del_ptsG_manX_mglABC,,,10/3/21 6:49,PRJEB32273,SAMEA5587284,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3327621,pts_del__del_ptsG__4,,pts_del,del_ptsG,4,W3110 del_ptsG,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3301554,,,,,True,,True,True,pts_del:del_ptsG,,,10/3/21 6:49,PRJEB32273,SAMEA5587285,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3327622,pts_del__wt__3,,pts_del,wt,3,W3110,,,,,,,,,,,,,,,,,NextSeq 500,PAIRED,ILLUMINA,,,,,ERR3301555,,,,,True,,True,True,pts_del:wt,,,10/3/21 6:49,PRJEB32273,SAMEA5587286,Escherichia coli str. K-12 substr. W3110,,,,,,,wt,,True
ERX3803290,srna_oe__del_ryhB__1,,srna_oe,del_ryhB,1,MG1655 del_ryhB,,batch,,LB,37.0,7.0,,,,,"2,2'-Dipyridyl(200uM)",,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801400,,,,,True,,True,True,srna_oe:del_ryhB,,,3/5/20 9:13,PRJEB36111,SAMEA6460714,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.5,,exponential,wt,,True
ERX3803292,srna_oe__del_ryhB__2,,srna_oe,del_ryhB,2,MG1655 del_ryhB,,batch,,LB,37.0,7.0,,,,,"2,2'-Dipyridyl(200uM)",,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801402,,,,,True,,True,True,srna_oe:del_ryhB,,,3/5/20 9:13,PRJEB36111,SAMEA6460716,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.5,,exponential,wt,,True
ERX3803294,srna_oe__cyaR__1,,srna_oe,cyaR,1,MG1655 Z1 del_cyaR pJV300_cyaR,,batch,,LB,37.0,7.0,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801404,,,,,True,,True,True,srna_oe:cyaR,,,3/5/20 9:13,PRJEB36111,SAMEA6460718,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803295,srna_oe__cyaR__2,,srna_oe,cyaR,2,MG1655 Z1 del_cyaR pJV300_cyaR,,batch,,LB,37.0,7.0,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801405,,,,,True,,True,True,srna_oe:cyaR,,,3/5/20 9:13,PRJEB36111,SAMEA6460719,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803297,srna_oe__del_cyaR__1,,srna_oe,del_cyaR,1,MG1655 Z1 del_cyaR pJV300,,batch,,LB,37.0,7.0,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801407,,,,,True,,True,True,srna_oe:del_cyaR,,,3/5/20 9:13,PRJEB36111,SAMEA6460721,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803298,srna_oe__del_cyaR__2,,srna_oe,del_cyaR,2,MG1655 Z1 del_cyaR pJV300,,batch,,LB,37.0,7.0,,,,,,,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801408,,,,,True,,True,True,srna_oe:del_cyaR,,,3/5/20 9:13,PRJEB36111,SAMEA6460722,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803299,srna_oe__del_arcZ_m1__1,,srna_oe,del_arcZ_m1,1,MG1655 Z1 del_arcZ,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801409,,,,,True,,True,True,srna_oe:del_arcZ_m1,,,3/5/20 9:13,PRJEB36111,SAMEA6460723,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803300,srna_oe__del_arcZ_m1__2,,srna_oe,del_arcZ_m1,2,MG1655 Z1 del_arcZ,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801410,,,,,True,,True,True,srna_oe:del_arcZ_m1,,,3/5/20 9:13,PRJEB36111,SAMEA6460724,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803302,srna_oe__del_arcZ_m2__1,,srna_oe,del_arcZ_m2,1,MG1655 Z1 del_arcZ,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801412,,,,,True,,True,True,srna_oe:del_arcZ_m2,,,3/5/20 9:13,PRJEB36111,SAMEA6460726,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803304,srna_oe__del_arcZ_m2__2,,srna_oe,del_arcZ_m2,2,MG1655 Z1 del_arcZ,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801414,,,,,True,,True,True,srna_oe:del_arcZ_m2,,,3/5/20 9:13,PRJEB36111,SAMEA6460728,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803308,srna_oe__del_arcZ__1,,srna_oe,del_arcZ,1,MG1655 Z1 del_arcZ pJV300,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801418,,,,,True,,True,True,srna_oe:del_arcZ,,,3/5/20 9:13,PRJEB36111,SAMEA6460732,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803309,srna_oe__del_arcZ__2,,srna_oe,del_arcZ,2,MG1655 Z1 del_arcZ pJV300,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801419,,,,,True,,True,True,srna_oe:del_arcZ,,,3/5/20 9:13,PRJEB36111,SAMEA6460733,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803310,srna_oe__del_arcZ__3,,srna_oe,del_arcZ,3,MG1655 Z1 del_arcZ pJV300,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801420,,,,,True,,True,True,srna_oe:del_arcZ,,,3/5/20 9:13,PRJEB36111,SAMEA6460734,Escherichia coli str. K-12 substr. MG1655,,,aerobic,1,,stationary,wt,,True
ERX3803311,srna_oe__gcvB__1,,srna_oe,gcvB,1,MG1655 Z1 del_gcvB pZA12_gcvB,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801421,,,,,True,,True,True,srna_oe:gcvB,,,3/5/20 9:13,PRJEB36111,SAMEA6460735,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.3,,exponential,wt,,True
ERX3803312,srna_oe__gcvB__2,,srna_oe,gcvB,2,MG1655 Z1 del_gcvB pZA12_gcvB,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801422,,,,,True,,True,True,srna_oe:gcvB,,,3/5/20 9:13,PRJEB36111,SAMEA6460736,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.3,,exponential,wt,,True
ERX3803313,srna_oe__gcvB__3,,srna_oe,gcvB,3,MG1655 Z1 del_gcvB pZA12_gcvB,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801423,,,,,True,,True,True,srna_oe:gcvB,,,3/5/20 9:13,PRJEB36111,SAMEA6460737,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.3,,exponential,wt,,True
ERX3803314,srna_oe__del_gcvB__1,,srna_oe,del_gcvB,1,MG1655 Z1 del_gcvB pTP-011,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801424,,,,,True,,True,True,srna_oe:del_gcvB,,,3/5/20 9:13,PRJEB36111,SAMEA6460738,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.3,,exponential,wt,,True
ERX3803315,srna_oe__del_gcvB__2,,srna_oe,del_gcvB,2,MG1655 Z1 del_gcvB pTP-011,,batch,,LB,37.0,7.0,,,,,IPTG(1mM),,,,,,NextSeq 500,SINGLE,ILLUMINA,,,,,ERR3801425,,,,,True,,True,True,srna_oe:del_gcvB,,,3/5/20 9:13,PRJEB36111,SAMEA6460739,Escherichia coli str. K-12 substr. MG1655,,,aerobic,0.3,,exponential,wt,,True
